id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,foot,shirtNumber,startDate,endDate,status,active,weight,secondNationality,secondNationalityId,knownName
7uia9zlz3axnuc6usdn9u4kfe,Lundrim,Hetemi,Lundrim,Hetemi,Male,L. Hetemi,Albania,17zsm8shejejls2on1ffil3op,Midfielder,player,2000-02-18,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,170.0,right,34.0,2017-07-01Z,2023-08-30Z,active,no,67.0,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN
804m5vuh1em32gnnvd63c5c5x,Morten,Bisgaard,Morten,Bisgaard,Male,M. Bisgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,assistant coach,1974-06-25,Hadsten,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,2018-01-22Z,2023-12-31Z,active,no,NaN,NaN,NaN,NaN
8ep1rjgtaign2empdaz12d2ol,Damir,Grlić,Damir,Grlic,Male,D. Grlić,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,assistant coach,1982-01-09,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,2022-08-16Z,2024-09-23Z,active,no,NaN,NaN,NaN,NaN
94gnzuzooo3tm2rcwso0cuiok,Asger Fjord,Stengaard,Asger,Stengaard,Male,A. Stengaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2006-05-23,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,172.0,both,NaN,2023-07-01Z,2024-06-30Z,active,no,68.0,NaN,NaN,NaN
94hei5v2f93ga4b0iwxxisbu1,Dimitris,Emmanouilidis,Dimitrios,Emmanouilidis,Male,D. Emmanouilidis,Greece,6lpgd60z890no2v46zdecrcss,Attacker,player,2000-10-24,Lefktra,Greece,6lpgd60z890no2v46zdecrcss,175.0,right,17.0,2021-07-24Z,2025-06-30Z,active,no,71.0,NaN,NaN,NaN
95fom1kf7552hn2sjrjj7pnh0,Theis,Eskildsen,Theis,Eskildsen,Male,T. Eskildsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2004-07-23,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,179.0,right,NaN,2023-07-01Z,2024-06-30Z,active,no,70.0,NaN,NaN,NaN
98mkoolgahktzky97y0khdq1g,Frederik,Strømdahl Flaskager,Frederik,Flaskager,Male,F. Flaskager,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2005-01-29,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,178.0,NaN,NaN,2023-09-01Z,2024-06-24Z,active,no,74.0,NaN,NaN,NaN
9cugg21j9tutzvfb60leh6gkq,Vladimir,Arsić,Vladimir,Arsic,Male,V. Arsić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Defender,player,2001-04-20,Banja Luka,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,192.0,left,NaN,2022-07-18Z,2024-01-30Z,active,no,83.0,Serbia and Montenegro,84ke4hrpy7uuwxt7o1hwn29qt,NaN
9hiramf8hmaboqvvgyl02unkl,Gilli,Rólantsson Sørensen,Gilli,Rólantsson,Male,G. Rólantsson,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,Defender,player,1992-08-11,NaN,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,187.0,right,23.0,2023-07-01Z,2023-12-20Z,active,no,82.0,NaN,NaN,NaN
9yiqlgp7rqim6dhszwaog9fdg,Tobias,Lykkebak,Tobias,Lykkebak,Male,T. Lykkebak,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2006-07-15,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,177.0,right,NaN,2023-10-31Z,NaN,active,yes,67.0,NaN,NaN,NaN
9yiz575rldkwu7icgqwk1qmdx,Anders,Kvindebjerg Jacobsen,Anders,Jacobsen,Male,A. Jacobsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1989-10-27,Odense,Denmark,5adf60vwiw2f2mibyq1k4ex7i,181.0,right,18.0,2024-01-15Z,2024-06-14Z,active,no,77.0,NaN,NaN,NaN
ajk0mbprro09pccglih9y740k,Anders,Sønderskov,Anders,Sønderskov,Male,A. Sønderskov,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2006-04-11,Aarhus,Denmark,5adf60vwiw2f2mibyq1k4ex7i,187.0,right,22.0,2023-10-31Z,NaN,active,yes,76.0,NaN,NaN,NaN
akok5tep1rmgmbtil8u60z2sp,Mouhamadou,Drammeh,Mouhamadou,Drammeh,Male,M. Drammeh,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Midfielder,player,1999-05-15,Paris,France,7gww28djs405rfga69smki84o,188.0,left,7.0,2021-07-01Z,2023-08-21Z,active,no,75.0,France,7gww28djs405rfga69smki84o,NaN
axbf0ym3lm5cvn3jgh1d5rskq,Ivan,Prelec,Ivan,Prelec,Male,I. Prelec,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,coach,1987-07-24,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,2022-03-15Z,2024-09-23Z,active,no,NaN,NaN,NaN,NaN
babnrlnt04mal0268p9dxas8a,German,Onugkha,German,Onugkha,Male,G. Onugkha,Russia,7kfg68kh6n16fs4ap3xjiudr,Attacker,player,1996-07-06,Moskva,Russia,7kfg68kh6n16fs4ap3xjiudr,193.0,right,9.0,2023-01-16Z,2024-09-02Z,active,no,94.0,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN
cdob72rlyy82bz247b3u3t4b8,Magnus,Nykjær,Magnus,Nykjaer,Male,M. Nykjær,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2005-02-27,Nyråd,Denmark,5adf60vwiw2f2mibyq1k4ex7i,178.0,right,NaN,2023-07-01Z,2024-06-30Z,active,no,74.0,NaN,NaN,NaN
ckhhpn9ppgvlrtubf7li3se09,Nathan Wallace,Newman Trott,Nathan,Trott,Male,N. Trott,England,1fk5l4hkqk12i7zske6mcqju6,Goalkeeper,player,1998-11-21,NaN,Bermuda,4x2e37ksohrzsxdkg0mgfe5ag,188.0,left,1.0,2022-08-21Z,2024-06-22Z,active,no,75.0,Bermuda,4x2e37ksohrzsxdkg0mgfe5ag,NaN
ct7z1lwc3kc5oblzcewgipzl6,Andreas,Pedersen Bredahl,Andreas,Bredahl,Male,A. Bredahl,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2003-03-13,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,52.0,2022-07-01Z,2023-08-31Z,active,no,NaN,NaN,NaN,NaN
d8fq49fsekveib4qxdib9cdlh,Saeid,Ezatolahi Afagh,Saeid,Ezatolahi,Male,S. Ezatolahi,Iran,e53g9hr2d3kasm34uumbg8r4,Midfielder,player,1996-10-01,Bandar-e Anzali,Iran,e53g9hr2d3kasm34uumbg8r4,191.0,right,60.0,2022-07-01Z,2024-02-20Z,active,no,89.0,NaN,NaN,NaN
e605oixdrqumxkqm0y1bijbvt,Jasin-Amin,Assehnoun,Jasin-Amin,Assehnoun,Male,J. Assehnoun,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,1998-12-26,Tampere,Finland,2u07e54v5dprsugdvddpq5ync,175.0,both,77.0,2023-07-21Z,2024-01-20Z,active,no,NaN,Morocco,2xdcc39z1k79pnjbtn9x31wdh,NaN
ejeagwkwh1ijuwgfpiya8cel1,Denis,Kolinger,Denis,Kolinger,Male,D. Kolinger,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,1994-01-14,NaN,Germany,36min0qztu8eydwvpv8t1is0m,199.0,right,20.0,2023-06-21Z,2024-08-22Z,active,no,92.0,Germany,36min0qztu8eydwvpv8t1is0m,NaN
kztt8qd2m1vuracefqqsjkh6,Christoffer,Ravn Jensen,Christoffer,Ravn,Male,C. Ravn,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2003-02-09,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,2.0,2022-07-01Z,2023-08-29Z,active,no,NaN,NaN,NaN,NaN
195o7hchielt14ic49r3k06sq,Sérgio,Pereira Andrade,Sérgio,Pereira Andrade,Male,Serginho,Cabo Verde,7235kgq23bu1v4qwk491u58h0,Attacker,player,2001-01-29,Lisboa,Portugal,1nbm5i9a0403zzvltn17lxinc,183.0,right,7.0,2023-07-31Z,2025-08-04Z,active,no,73.0,Portugal,1nbm5i9a0403zzvltn17lxinc,Serginho
2chzathpj8o0eoxedlxkklc5x,Jakob Bendix Uhd,Poulsen,Jakob,Poulsen,Male,J. Poulsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1983-07-07,Varde,Denmark,5adf60vwiw2f2mibyq1k4ex7i,181.0,right,NaN,2023-11-08Z,2025-06-20Z,active,no,74.0,NaN,NaN,NaN
39f0bq9uk4etkf75uzu6qyrmy,Abdul Malik,Abubakari,Malik,Abubakari,Male,M. Abubakari,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,2000-05-10,Tamale,Ghana,2q2sw72utw5gu9t5y4knckwba,185.0,right,29.0,2024-01-31Z,2024-06-30Z,active,no,77.0,NaN,NaN,NaN
3bf5pz8kkkmkwnltubnrr7ggk,Lamin,Jawara,Lamin,Jawara,Male,L. Jawara,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Defender,player,2002-02-12,NaN,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,192.0,left,25.0,2022-02-14Z,2023-08-31Z,active,no,NaN,NaN,NaN,NaN
3bvc29bootgmo9tsapvygvnu2,Magnus Hee,Westergaard,Magnus,Westergaard,Male,M. Westergaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1998-05-27,Frederiksberg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,187.0,right,28.0,2023-01-30Z,2025-01-16Z,active,no,75.0,NaN,NaN,NaN
4n18t6bixl6ba3bx76hym51qs,Anton,Gaaei,Anton,Gaaei,Male,A. Gaaei,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2002-11-19,Viborg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,183.0,right,2.0,2021-05-01Z,2023-08-17Z,active,no,73.0,NaN,NaN,NaN
4n3t1p3zn5yzjv4w0clo3xvjd,Daniel Francis,Anyembe,Daniel,Anyembe,Male,D. Anyembe,Kenya,7bj2q2zb0n47lb9g55dnvfr2s,Defender,player,1998-07-22,Esbjerg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,189.0,right,24.0,2021-07-17Z,NaN,active,yes,77.0,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN
5f3wfx327z9hef9k9l37c90wl,Jeppe,Nørregaard Grønning,Jeppe,Grønning,Male,J. Grønning,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1991-05-24,Odense,Denmark,5adf60vwiw2f2mibyq1k4ex7i,182.0,right,13.0,2014-07-01Z,NaN,active,yes,67.0,NaN,NaN,NaN
5m27f84vvraap8bmfujt1qiok,Anosike Victor,Ementa,Anosike,Ementa,Male,A. Ementa,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2002-05-03,Annisse,Denmark,5adf60vwiw2f2mibyq1k4ex7i,202.0,right,14.0,2023-07-10Z,2025-08-08Z,active,no,85.0,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN
64vlnkuqfh7rnymg8qku8amwa,Lasse William,Schulz,Lasse,Schulz,Male,L. Schulz,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,2003-03-29,Helsinki,Finland,2u07e54v5dprsugdvddpq5ync,198.0,right,16.0,2023-08-21Z,2024-06-15Z,active,no,84.0,Germany,36min0qztu8eydwvpv8t1is0m,NaN
6ja2xnbktah4mog04g3kmjgmh,Žan,Zaletel,Zan,Zaletel,Male,Ž. Zaletel,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,Defender,player,1999-09-16,Zagorje ob Savi,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,185.0,right,5.0,2022-07-11Z,NaN,active,yes,80.0,NaN,NaN,NaN
73lwz4he5erpp25zi8crjvztg,Isak,Steiner Jensen,Isak,Jensen,Male,I. Jensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2003-12-23,Odense,Denmark,5adf60vwiw2f2mibyq1k4ex7i,185.0,right,15.0,2023-08-30Z,2024-06-30Z,active,no,91.0,NaN,NaN,NaN
7pvqxw247ggqzopj6s7d3mn84,Viktor,Hjorth,Viktor,Hjorth,Male,V. Hjorth,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2005-02-24,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,179.0,right,35.0,2023-03-11Z,2024-06-30Z,active,no,70.0,NaN,NaN,NaN
7w7ufa4v85hmj1qxnmqc4zgiy,Ibrahim Muhammad,Said,Ibrahim,Said,Male,I. Said,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,2002-06-15,Kano,Nigeria,63pvdwrsiq5b07mzi8igqei9p,173.0,right,8.0,2020-10-21Z,2025-07-11Z,active,no,65.0,NaN,NaN,NaN
7wd41kdu78udzrxi9feh2drhm,Marokhy,Ndione,Marokhy,Ndione,Male,M. Ndione,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,1999-11-04,Dakar,Senegal,6hhqyhr5cwq2pfprlazyposyk,192.0,right,9.0,2022-01-01Z,2023-07-31Z,active,no,78.0,Senegal,6hhqyhr5cwq2pfprlazyposyk,NaN
8kns1kywrlakjwll1cxs19r3e,Ichnygel Gerzjomir Minguel,Thomas,Nigel,Thomas,Male,N. Thomas,Curaçao,5im58ram567ao2fbnz39sm8vk,Attacker,player,2001-02-01,Rotterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,177.0,right,9.0,2023-08-02Z,2024-07-23Z,active,no,77.0,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN
8ngloyr6r0m71p8kgpfe69bvu,Sofus,Berger Brix,Sofus,Berger,Male,S. Berger,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2003-06-02,Viborg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,175.0,left,21.0,2019-07-01Z,2023-08-04Z,active,no,65.0,NaN,NaN,NaN
8ompseotpu6l6ms7h523x2f4k,Mathias,Nedergaard Rasmussen,Mathias,Nedergaard,Male,M. Nedergaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2005-04-20,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,179.0,right,32.0,2023-08-13Z,2024-06-30Z,active,no,73.0,NaN,NaN,NaN
95nyhb9eanuobgbkdccyrwob8,Frederik,Damkjer,Frederik,Damkjer,Male,F. Damkjer,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2007-07-31,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,178.0,right,31.0,2023-10-01Z,NaN,active,yes,68.0,NaN,NaN,NaN
9gep22vxxh7wvnosd020p8bo4,Markus,Søgaard Uglebjerg,Markus,Uglebjerg,Male,M. Uglebjerg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,assistant coach,1999-03-16,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,2024-05-14Z,NaN,active,yes,NaN,NaN,NaN,NaN
9lgnm175tw163z53b8bmiu5pm,Lucas,Lund Pedersen,Lucas,Lund,Male,L. Lund,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2000-03-19,Bruunshåb,Denmark,5adf60vwiw2f2mibyq1k4ex7i,195.0,right,1.0,2017-07-01Z,NaN,active,yes,85.0,NaN,NaN,NaN
9w1wpf3tocn27ed1oaaoe5zsa,Martin,Agnarsson,Martin,Agnarsson,Male,M. Agnarsson,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,Defender,player,2003-12-07,Tórshavn,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,172.0,left,27.0,2022-08-31Z,2024-09-02Z,active,no,64.0,NaN,NaN,NaN
9wgpudcet9m8doz9ezbjxzkrt,Jamie,Jacobs,Jamie,Jacobs,Male,J. Jacobs,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,1997-12-03,Purmerend,Netherlands,6hzi5pltnz67q4la8yli9qfv6,182.0,left,10.0,2023-08-16Z,2024-09-02Z,active,no,74.0,NaN,NaN,NaN
acp1ba2irpv5wfmxke7ucmaga,Oliver,Bundgaard Kristensen,Oliver,Bundgaard,Male,O. Bundgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2001-06-15,Randers,Denmark,5adf60vwiw2f2mibyq1k4ex7i,182.0,left,23.0,2022-08-31Z,NaN,active,yes,72.0,NaN,NaN,NaN
akxcr1xe62dyl5jmh3ataq13o,Renato,Barbosa dos Santos Júnior,Renato,Barbosa dos Santos Júnior,Male,Renato Júnior,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Attacker,player,2002-06-05,São Paulo,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,190.0,right,11.0,2023-02-01Z,2025-07-10Z,active,no,83.0,NaN,NaN,Renato Júnior
auk14ut8cwaqop549u2zmfgt1,Nicolas Sandro,Bürgy,Nicolas,Bürgy,Male,N. Bürgy,Switzerland,3bh70jgvc5mn58x0byjkuda17,Defender,player,1995-08-07,Bern,Switzerland,3bh70jgvc5mn58x0byjkuda17,185.0,right,4.0,2022-07-01Z,2025-02-03Z,active,no,79.0,NaN,NaN,NaN
b6q0tf252xvikt39g8jevju38,Jakob,Vester Nielsen,Jakob,Vester,Male,J. Vester,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-12-01,Viby,Denmark,5adf60vwiw2f2mibyq1k4ex7i,182.0,right,37.0,2022-08-30Z,NaN,active,yes,70.0,NaN,NaN,NaN
bitixkzgt5p65rlo2bnllcf6x,Jean-Manuel,Mbom,Jean-Manuel,Mbom,Male,J. Mbom,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2000-02-24,Göttingen,Germany,36min0qztu8eydwvpv8t1is0m,183.0,right,18.0,2023-08-24Z,NaN,active,yes,80.0,Cameroon,4eb9feio6u267dd1jcwaf38mt,NaN
bp2ellllifbtxgf0p8qlbm1nt,Stipe,Radić,Stipe,Radic,Male,S. Radić,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,2000-06-10,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,191.0,right,55.0,2024-01-30Z,NaN,active,yes,83.0,NaN,NaN,NaN
bw9oe4bor6p8ib37o0iyxfs2d,Mads,Lauritsen,Mads,Lauritsen,Male,M. Lauritsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1993-04-14,Holstebro,Denmark,5adf60vwiw2f2mibyq1k4ex7i,195.0,right,3.0,2021-07-01Z,2024-06-30Z,active,no,88.0,NaN,NaN,NaN
c0eo0t8an4ud07drvo5lk7ml0,Kasper,Hartly Kiilerich,Kasper,Kiilerich,Male,K. Kiilerich,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2005-11-22,Viborg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,198.0,right,20.0,2022-01-01Z,2025-01-06Z,active,no,78.0,NaN,NaN,NaN
c6hq7kn725ess24o2w4ixbaei,Nils,Mortimer Moreno,Nils,Mortimer,Male,Nils Mortimer,Spain,49ih1pwv3ahshdf8uzrimi54c,Attacker,player,2001-06-11,Málaga,Spain,49ih1pwv3ahshdf8uzrimi54c,179.0,left,10.0,2022-07-07Z,2023-08-10Z,active,no,73.0,NaN,NaN,NaN
d4uibspk6djbvo2lk8wudzndg,Anel,Zulić,Anel,Zulic,Male,A. Zulić,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,Defender,player,2004-11-07,Ljubljana,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,192.0,left,25.0,2023-09-01Z,2024-08-20Z,active,no,80.0,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN
dhc4ni9kqr758h17hwo6pq9zo,Carl,Christensen,Carl,Christensen,Male,C. Christensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2006-03-22,Ikast,Denmark,5adf60vwiw2f2mibyq1k4ex7i,180.0,right,NaN,2024-02-16Z,2024-09-30Z,active,no,63.0,NaN,NaN,NaN
do5gstk4ks97daehnudehyjxm,Jan,Žambůrek,Jan,Zamburek,Male,J. Žambůrek,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2001-02-13,Praha,Czechia,5md5tpwr2nmqao528prx43jr7,182.0,left,19.0,2022-01-12Z,2023-08-30Z,active,no,70.0,NaN,NaN,NaN
dz789stcx4dsr9tqt4fjdshuy,Nico Alexander,Mantl,Nico,Mantl,Male,N. Mantl,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2000-02-06,München,Germany,36min0qztu8eydwvpv8t1is0m,193.0,right,58.0,2024-01-07Z,2024-06-30Z,active,no,88.0,NaN,NaN,NaN
e37wg59rz3hhswzns5mse0acq,Jacob,Friis,Jacob,Friis,Male,J. Friis,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1976-12-11,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,2022-02-03Z,2023-11-08Z,active,no,NaN,NaN,NaN,NaN
e9o7q10wnhex4e8eo47mobbvt,Jakob,Bonde Havlykke Jensen,Jakob,Bonde,Male,J. Bonde,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1993-12-29,Nykøbing Falster,Denmark,5adf60vwiw2f2mibyq1k4ex7i,186.0,left,17.0,2018-08-31Z,2024-07-15Z,active,no,75.0,NaN,NaN,NaN
ehtapnadbyj2lidam98ealv1m,Alassana,Jatta,Alassana,Jatta,Male,A. Jatta,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Attacker,player,1999-01-12,Sukuta,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,192.0,right,12.0,2019-08-05Z,2024-02-01Z,active,no,75.0,NaN,NaN,NaN
eq7tnnzwq0g9q4eac0o9t9xey,Srđan,Kuzmić,Srdjan,Kuzmic,Male,S. Kuzmić,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,Defender,player,2004-01-16,NaN,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,183.0,right,30.0,2023-07-22Z,NaN,active,yes,75.0,NaN,NaN,NaN
ssluj1c3ft94nkfs58dc8cq2,Mohamed Elias,Achouri,Elias,Achouri,Male,E. Achouri,Tunisia,2um1icx6ftp1auliaxyw0ou6y,Midfielder,player,1999-02-10,NaN,France,7gww28djs405rfga69smki84o,177.0,right,7.0,2022-09-01Z,2023-07-24Z,active,no,68.0,France,7gww28djs405rfga69smki84o,NaN
wnin2353js3p5rh4d7e2ymwa,Mads,Søndergaard Clausen,Mads,Søndergaard,Male,M. Søndergaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2002-12-26,Viborg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,178.0,right,6.0,2020-02-27Z,NaN,active,yes,65.0,NaN,NaN,NaN
xyt0wq20toh97811t65vu4no,Lukas Emil,Kirkegaard,Lukas,Kirkegaard,Male,L. Kirkegaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2005-08-31,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,188.0,right,33.0,2023-07-23Z,NaN,active,yes,81.0,NaN,NaN,NaN
