id,firstName,lastName,shortFirstName,shortLastName,knownName,matchName,nationality,nationalityId,secondNationality,secondNationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,status,active,gender
cqwdk0w7mxdt5xs3kefcp2f6y,Cristian Gonzalo,Olivera Ibarra,Cristian,Olivera,NaN,C. Olivera,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,NaN,NaN,Attacker,player,2002-04-17,Montevideo,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,175.0,77.0,right,13.0,active,yes,NaN
d4xd9fxqjwfe7x46byn60dx49,David,Ochoa Ramírez,David,Ochoa,NaN,D. Ochoa,Mexico,5trdr3jf42i20zj1hnkvcytr6,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,2001-01-16,Oxnard,USA,7hr2f89v44y65dyu9k92vprwn,188.0,79.0,NaN,31.0,active,yes,NaN
dcq0nu7mmecab5djjwg0n8ktm,Lewis John,O'Brien,Lewis,O'Brien,NaN,L. O'Brien,England,1fk5l4hkqk12i7zske6mcqju6,NaN,NaN,Midfielder,player,1998-10-14,Colchester,England,1fk5l4hkqk12i7zske6mcqju6,173.0,74.0,NaN,NaN,active,yes,NaN
do2o6ka25talswmmillufejqi,Diego,Rosales,Diego,Rosales,NaN,D. Rosales,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2005-11-01,NaN,USA,7hr2f89v44y65dyu9k92vprwn,180.0,72.0,NaN,43.0,active,yes,NaN
e214uro9x0t0739i474okunf8,Lorenzo,Dellavalle,Lorenzo,Dellavalle,NaN,L. Dellavalle,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,2004-04-04,Carmagnola,Italy,25f2cmb2r8mk5rj92tzer6kvv,189.0,NaN,right,15.0,active,yes,NaN
er0xm9k5zv8kcvcy7bnwp086i,Érik,Dueñas,Érik,Dueñas,NaN,É. Dueñas,Mexico,5trdr3jf42i20zj1hnkvcytr6,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2004-10-18,Los Angeles,USA,7hr2f89v44y65dyu9k92vprwn,163.0,59.0,NaN,18.0,active,yes,NaN
m8clu51iu7443ig9q6vn6fbo,Luca,Bombino,Luca,Bombino,NaN,L. Bombino,USA,7hr2f89v44y65dyu9k92vprwn,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,player,2006-07-10,NaN,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,42.0,active,yes,NaN
ombvyo6p3p5khkn91vubvpat,Hugo Hadrien Dominique,Lloris,Hugo,Lloris,NaN,H. Lloris,France,7gww28djs405rfga69smki84o,NaN,NaN,Goalkeeper,player,1986-12-26,Nice,France,7gww28djs405rfga69smki84o,188.0,82.0,left,1.0,active,yes,NaN
1ie7ml2v6772ek2u8q7wl1awa,Kelvin,Kwarteng Yeboah,Kelvin,Yeboah,NaN,K. Yeboah,Italy,25f2cmb2r8mk5rj92tzer6kvv,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,2000-05-06,Accra,Ghana,2q2sw72utw5gu9t5y4knckwba,182.0,73.0,right,9.0,active,yes,NaN
1w1bsi9t9fl2xnsdj96h67vf9,Michael Joseph,Boxall,Michael,Boxall,NaN,M. Boxall,New Zealand,wcq2y28a27syx5do1k2i2nj8,Samoa,1s42ilmwpzotzmgf4fv15uub1,Defender,player,1988-08-18,Auckland,New Zealand,wcq2y28a27syx5do1k2i2nj8,191.0,95.0,right,15.0,active,yes,NaN
2mhvgtcem9qn2yzobtkqiegpg,Tanitoluwa,Oluwatimikhin Oluwaseyi,Tani,Oluwaseyi,NaN,T. Oluwaseyi,Canada,1iaoypzp6syf32cz9l15pzp7e,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,2000-05-15,Abuja,Nigeria,63pvdwrsiq5b07mzi8igqei9p,191.0,80.0,NaN,14.0,active,yes,NaN
2pka62t1zg04jwkcx6zbc4wlw,Finn,McRobb,Finn,McRobb,NaN,F. McRobb,Scotland,1xf68d0a8lnnq30hnnn8kr6ut,NaN,NaN,Defender,player,2002-01-30,Glasgow,Scotland,1xf68d0a8lnnq30hnnn8kr6ut,191.0,82.0,NaN,39.0,active,yes,NaN
2tgt5sjb27wy99ijttspj6r6c,Devin,Padelford,Devin,Padelford,NaN,D. Padelford,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2003-01-03,Maplewood,USA,7hr2f89v44y65dyu9k92vprwn,183.0,78.0,NaN,2.0,active,yes,NaN
39kv8a6a82fos9hw9esb84k16,Francesco,Montali,Francesco,Montali,NaN,F. Montali,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Goalkeeper,player,2000-09-06,Miami,USA,7hr2f89v44y65dyu9k92vprwn,190.0,75.0,NaN,98.0,active,yes,NaN
3hoj338a7cxhckcsc9g5tpa7d,David Justin Kirk,Taylor,DJ,Taylor,NaN,D. Taylor,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,1997-08-26,Raleigh,USA,7hr2f89v44y65dyu9k92vprwn,173.0,83.0,NaN,27.0,active,yes,NaN
3ybnbzd94ggt62wtqhtnbb1be,Carlos Miguel,Harvey Cesneros,Carlos,Harvey,NaN,C. Harvey,Panama,5nhk7v9jq6dqmfbn4hiihhofv,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2000-02-03,Ciudad de Panamá,Panama,5nhk7v9jq6dqmfbn4hiihhofv,185.0,89.0,right,67.0,active,yes,NaN
41effdztsrt4lvypjgmeg8nsa,Ethan David,Bristow,Ethan,Bristow,NaN,E. Bristow,St. Kitts and Nevis,xwj3a17iorlybtjfqnwmhlwy,England,1fk5l4hkqk12i7zske6mcqju6,Defender,player,2001-11-27,Maidenhead,England,1fk5l4hkqk12i7zske6mcqju6,187.0,79.0,NaN,NaN,active,no,NaN
45b72f8szmqnv8tz06j7mj1wq,Patrick,Weah,Patrick,Weah,NaN,P. Weah,Liberia,78fh41lat89a3xaqjqcdzb4ul,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,2003-12-05,Monrovia,Liberia,78fh41lat89a3xaqjqcdzb4ul,185.0,83.0,NaN,29.0,active,yes,NaN
4ac61l7qt4s63hv34g8zsihgp,Alec,Smir,Alec,Smir,NaN,A. Smir,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Goalkeeper,player,1999-04-13,San Antonio,USA,7hr2f89v44y65dyu9k92vprwn,188.0,83.0,NaN,30.0,active,yes,NaN
58839nfw30jxxroffd3a7q0wk,Hugo Antonio,Bacharach Capdevila,Hugo,Bacharach,NaN,Hugo Bacharach,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,Defender,player,2001-07-27,Valencia,Spain,49ih1pwv3ahshdf8uzrimi54c,193.0,NaN,NaN,24.0,active,yes,NaN
5ak7b1de78143s2mutcbtwpka,Jefferson Abel,Díaz Beleño,Jefferson,Díaz,NaN,J. Díaz,Colombia,6kby8rq1p01fg5ds38ckkrcs5,NaN,NaN,Defender,player,2000-12-05,San Andrés,Colombia,6kby8rq1p01fg5ds38ckkrcs5,NaN,NaN,NaN,NaN,active,yes,NaN
5g3yur7k1fvc47hjz5y2zrze,Derek,Dodson,Derek,Dodson,NaN,D. Dodson,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,1998-11-03,Aurora,USA,7hr2f89v44y65dyu9k92vprwn,185.0,77.0,NaN,12.0,active,no,NaN
5ys6f3u8rdlyibg7pe9fn6ok5,Emanuel,Reynoso,Emanuel,Reynoso,NaN,E. Reynoso,Argentina,2vovxa97k7v7ofa85dah2xktb,NaN,NaN,Midfielder,player,1995-11-16,Córdoba,Argentina,2vovxa97k7v7ofa85dah2xktb,170.0,68.0,left,10.0,active,no,NaN
6045hqgmu7l31xwe2dp06mwnp,William Alexander,Trapp,Wil,Trapp,NaN,W. Trapp,USA,7hr2f89v44y65dyu9k92vprwn,Greece,6lpgd60z890no2v46zdecrcss,Midfielder,player,1993-01-15,Columbus,USA,7hr2f89v44y65dyu9k92vprwn,173.0,73.0,NaN,20.0,active,yes,NaN
69h930ebovyl7rut5dz4r2iok,Molik Jesse,Khan,Molik,Khan,NaN,M. Khan,Trinidad and Tobago,635ed0499golbw7h62vt7g53j,NaN,NaN,Midfielder,player,2004-04-08,San Fernando,Trinidad and Tobago,635ed0499golbw7h62vt7g53j,183.0,76.0,right,36.0,active,yes,NaN
6sp49nn88r1ztu9vmt1x7f1wq,Joseph Yerimid,Rosales Erazo,Joseph,Rosales,NaN,J. Rosales,Honduras,56ftnqeq3x3j77uone8qm5ow6,NaN,NaN,Midfielder,player,2000-11-06,Tegucigalpa,Honduras,56ftnqeq3x3j77uone8qm5ow6,180.0,73.0,left,8.0,active,yes,NaN
7g1lvmpww9jrvojy55zengpw4,Alejandro Jesús,Bran Flores,Alejandro,Bran,NaN,A. Bran,Costa Rica,48emauy3fucokp86skcs5alh8,Panama,5nhk7v9jq6dqmfbn4hiihhofv,Midfielder,player,2001-03-05,San José,Costa Rica,48emauy3fucokp86skcs5alh8,175.0,75.0,right,25.0,active,yes,NaN
7hhgmdjmj8r2qjcehuawjtht6,Bongokuhle,Hlongwane,Bongokuhle,Hlongwane,NaN,B. Hlongwane,South Africa,1kiwby3xmt97m3ejw76qs4i6k,NaN,NaN,Attacker,player,2000-06-20,Nxamalala,South Africa,1kiwby3xmt97m3ejw76qs4i6k,185.0,78.0,right,21.0,active,yes,NaN
7tjrziff3z2fl88t52j3rk3bp,Zarek Chase,Valentin,Zarek,Valentin,NaN,Z. Valentin,Puerto Rico,4dnqtn84wjz0cae8pc19w4j8d,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1991-08-06,Lancaster,USA,7hr2f89v44y65dyu9k92vprwn,183.0,77.0,right,3.0,active,yes,NaN
8hftsf1ff8839jdbe3e6lmm1g,Keith,Romanshyn Jr.,Kage,Romanshyn,NaN,K. Romanshyn,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Midfielder,player,2005-06-19,NaN,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,38.0,active,yes,NaN
8jb026oewf17pg61vdstcgj4l,Teemu Eino Antero,Pukki,Teemu,Pukki,NaN,T. Pukki,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,Attacker,player,1990-03-29,Kotka,Finland,2u07e54v5dprsugdvddpq5ync,180.0,81.0,right,22.0,active,yes,NaN
8rjgpjjq3jva18pvh0i74cbf9,Robin,Lod,Robin,Lod,NaN,R. Lod,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,Midfielder,player,1993-04-17,Helsinki,Finland,2u07e54v5dprsugdvddpq5ync,181.0,86.0,left,17.0,active,yes,NaN
930c0oge6pi38eofh75m0u2y2,Mikael Josh,Marqués de Pombal Vivar,Mikael,Marques,NaN,M. Marqués,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Defender,player,2001-09-08,Stockholm,Sweden,1z6l2c33w2kyz9rdefs1d68nb,185.0,75.0,NaN,NaN,active,no,NaN
94xuqx6bu2fnq2p9x85lwmh91,Franco Rodrigo,Fragapane,Franco,Fragapane,NaN,F. Fragapane,Argentina,2vovxa97k7v7ofa85dah2xktb,Italy,25f2cmb2r8mk5rj92tzer6kvv,Midfielder,player,1993-02-06,Mendoza,Argentina,2vovxa97k7v7ofa85dah2xktb,170.0,66.0,right,7.0,active,yes,NaN
9ib570smrhuol9xxv1d5vw1gq,Sang-Bin,Jeong,Sang-Bin,Jeong,Jeong Sang-Bin,Jeong Sang-Bin,Korea Republic,4vzpxtqkiwx0puygnmayr74di,NaN,NaN,Attacker,player,2002-04-01,Cheonan,Korea Republic,4vzpxtqkiwx0puygnmayr74di,175.0,76.0,right,11.0,active,yes,NaN
9s3boszvqn3fzsx0r1xswqyqy,Victor Kim Ludwig,Eriksson,Victor,Eriksson,NaN,V. Eriksson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,2000-09-17,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,192.0,NaN,right,40.0,active,no,NaN
9uqklqgcwppwmesc8fbie2oyx,Eric,Ramsay,Eric,Ramsay,NaN,E. Ramsay,Wales,26ilvvgth36hmq6lgq8cy5cb5,England,1fk5l4hkqk12i7zske6mcqju6,NaN,coach,1992-02-14,Oswestry,England,1fk5l4hkqk12i7zske6mcqju6,NaN,NaN,NaN,NaN,active,yes,NaN
a4staqjshva5lhcr0dw744nze,Rory,O'Driscoll,Rory,O'Driscoll,NaN,R. O'Driscoll,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Midfielder,player,2000-02-16,Minneapolis,USA,7hr2f89v44y65dyu9k92vprwn,178.0,NaN,NaN,34.0,active,yes,NaN
aij1pddtm5ch0o8dstl3mc1jp,Clinton Robert,Irwin,Clint,Irwin,NaN,C. Irwin,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Goalkeeper,player,1989-04-01,Charlotte,USA,7hr2f89v44y65dyu9k92vprwn,191.0,88.0,NaN,1.0,active,yes,NaN
aqqjtiyr2nayy6rjq6wxk6ec4,Morris,Duggan,Morris,Duggan,NaN,M. Duggan,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Defender,player,2000-10-24,München,Germany,36min0qztu8eydwvpv8t1is0m,193.0,93.0,NaN,23.0,active,yes,NaN
be25vjk82owaenb4l5pj59i39,Cameron,Knowles,Cameron,Knowles,NaN,C. Knowles,New Zealand,wcq2y28a27syx5do1k2i2nj8,NaN,NaN,NaN,assistant coach,1982-10-11,Auckland,New Zealand,wcq2y28a27syx5do1k2i2nj8,191.0,88.0,NaN,NaN,active,yes,NaN
bfwey1kjahjjl9uqn1c3w7xex,Dayne Tristan,St. Clair,Dayne,St. Clair,NaN,D. St. Clair,Canada,1iaoypzp6syf32cz9l15pzp7e,Trinidad and Tobago,635ed0499golbw7h62vt7g53j,Goalkeeper,player,1997-05-09,Pickering,Canada,1iaoypzp6syf32cz9l15pzp7e,191.0,86.0,left,97.0,active,yes,NaN
br4cvbc1kyb7rzqe9rpbbbxn8,Oscar,Herrera,Oscar,Herrera,NaN,O. Herrera,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Goalkeeper,player,2002-03-28,Madison,USA,7hr2f89v44y65dyu9k92vprwn,180.0,NaN,NaN,63.0,active,no,NaN
c3f7oxhzkegam5g1cn1j8j7jd,Samuel,Shashoua Sarmiento,Samuel,Shashoua,NaN,S. Shashoua,England,1fk5l4hkqk12i7zske6mcqju6,Venezuela,1er0616j12s9yghuzvsx76d5v,Midfielder,player,1999-05-13,London,England,1fk5l4hkqk12i7zske6mcqju6,176.0,70.0,right,19.0,active,yes,NaN
ctihnzj7rc3idsu4irqcnsbmx,Miguel Ángel,Tapias Dávila,Miguel,Tapias,NaN,M. Tapias,Mexico,5trdr3jf42i20zj1hnkvcytr6,NaN,NaN,Defender,player,1997-01-09,Hermosillo,Mexico,5trdr3jf42i20zj1hnkvcytr6,179.0,70.0,NaN,4.0,active,yes,NaN
e2olfsduxvaqsx6rdbaasa356,Moses Blessing,Nyeman,Moses,Nyeman,NaN,M. Nyeman,USA,7hr2f89v44y65dyu9k92vprwn,Liberia,78fh41lat89a3xaqjqcdzb4ul,Midfielder,player,2003-11-05,Monrovia,Liberia,78fh41lat89a3xaqjqcdzb4ul,165.0,65.0,NaN,44.0,active,yes,NaN
eliciww307c6fs2mg347z1iei,Caden Christopher,Clark,Caden,Clark,NaN,C. Clark,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Midfielder,player,2003-05-27,Medina,USA,7hr2f89v44y65dyu9k92vprwn,180.0,73.0,NaN,37.0,active,yes,NaN
f2sspwt1mtyf9y3z4xe1csgh6,Hassani,Dotson Stephenson,Hassani,Dotson,NaN,H. Dotson,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Midfielder,player,1997-08-06,Federal Way,USA,7hr2f89v44y65dyu9k92vprwn,180.0,78.0,NaN,31.0,active,yes,NaN
iu61re9bbusv2w7fu7w6505w,Loïc Ekoue,Mesanvi,Loïc,Mesanvi,NaN,L. Mesanvi,Togo,3jiuckrqd0zejkm452st5dyq7,NaN,NaN,Attacker,player,2003-10-06,NaN,Togo,3jiuckrqd0zejkm452st5dyq7,NaN,NaN,NaN,90.0,active,yes,NaN
kdf39fz73dd5n2nzlsuwbq3t,Kervin Fabián,Arriaga Villanueva,Kervin,Arriaga,NaN,K. Arriaga,Honduras,56ftnqeq3x3j77uone8qm5ow6,NaN,NaN,Defender,player,1998-01-05,Puerto Cortés,Honduras,56ftnqeq3x3j77uone8qm5ow6,191.0,77.0,right,33.0,active,no,NaN
tc5nl1hz1w06jobp5ckktr3e,Adebowale Aderinto Jordan,Adebayo-Smith,Jordan,Adebayo-Smith,NaN,J. Adebayo-Smith,USA,7hr2f89v44y65dyu9k92vprwn,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,2001-01-11,Colton,USA,7hr2f89v44y65dyu9k92vprwn,180.0,78.0,NaN,99.0,active,yes,NaN
1acejqkxxruued7otxg7wcell,Taylor Brennan,Washington,Taylor,Washington,NaN,T. Washington,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,1993-08-16,Somers,USA,7hr2f89v44y65dyu9k92vprwn,178.0,77.0,NaN,23.0,active,yes,NaN
1kr4ax5uy3f9gbjzr34u0svf8,Isaiah,Jones,Isaiah,Jones,NaN,I. Jones,Sierra Leone,7kilikg56sxc0dsd6168dr57b,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2006-04-08,Thompson Station,USA,7hr2f89v44y65dyu9k92vprwn,175.0,NaN,NaN,47.0,active,yes,NaN
1pic8r417eldupxmh7nobfkve,Dru Anthony,Yearwood,Dru,Yearwood,NaN,D. Yearwood,England,1fk5l4hkqk12i7zske6mcqju6,Barbados,6s2kneg94h46sha1zdawibpj0,Midfielder,player,2000-02-17,Harlow,England,1fk5l4hkqk12i7zske6mcqju6,173.0,68.0,NaN,16.0,active,yes,NaN
241n038j8171d06j7y97ug4id,Joseph Mark,Willis,Joe,Willis,NaN,J. Willis,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Goalkeeper,player,1988-08-10,St. Louis,USA,7hr2f89v44y65dyu9k92vprwn,195.0,86.0,NaN,1.0,active,yes,NaN
250r77nvu1exeyurchatnqnkl,Teal Alexander,Bunbury,Teal,Bunbury,NaN,T. Bunbury,USA,7hr2f89v44y65dyu9k92vprwn,Canada,1iaoypzp6syf32cz9l15pzp7e,Attacker,player,1990-02-27,Hamilton,Canada,1iaoypzp6syf32cz9l15pzp7e,188.0,80.0,both,12.0,active,yes,NaN
2oo5iizfcb7vdp5jvqd483qsq,Elliot Joseph,Panicco,Elliot,Panicco,NaN,E. Panicco,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Goalkeeper,player,1996-11-18,Paducah,USA,7hr2f89v44y65dyu9k92vprwn,196.0,93.0,NaN,30.0,active,yes,NaN
374euncv00zs2oy6ux1u519be,Joseph,Skinner,Joey,Skinner,NaN,J. Skinner,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2003-03-28,Charlotte,USA,7hr2f89v44y65dyu9k92vprwn,183.0,63.0,NaN,13.0,active,yes,NaN
3nvijn3ctkplajtt1dd23wycp,Orrin McKinze,Gaines II,McKinze,Gaines,NaN,M. Gaines,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Attacker,player,1998-03-02,Austin,USA,7hr2f89v44y65dyu9k92vprwn,181.0,74.0,right,17.0,active,no,NaN
4ajhe29nxseyo6wqg3hjdghcl,Aníbal Casis,Godoy Lemus,Aníbal,Godoy,NaN,A. Godoy,Panama,5nhk7v9jq6dqmfbn4hiihhofv,NaN,NaN,Midfielder,player,1990-02-10,Ciudad de Panamá,Panama,5nhk7v9jq6dqmfbn4hiihhofv,183.0,75.0,left,20.0,active,yes,NaN
4kflkbicl4vmd7vftq4hdgyqd,Daniel Harry,Lovitz,Daniel,Lovitz,NaN,D. Lovitz,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,1991-08-27,Wyndmoor,USA,7hr2f89v44y65dyu9k92vprwn,178.0,77.0,left,2.0,active,yes,NaN
4pccabd16se27dm2kfsq78wd1,Stephen Andrew,Guppy,Steve,Guppy,NaN,S. Guppy,England,1fk5l4hkqk12i7zske6mcqju6,NaN,NaN,NaN,assistant coach,1969-03-29,NaN,England,1fk5l4hkqk12i7zske6mcqju6,NaN,NaN,NaN,NaN,active,yes,NaN
4wy7kbv694s6xrm3tfsyl4hyh,Sean Akira,Davis,Sean,Davis,NaN,S. Davis,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Midfielder,player,1993-02-08,Long Branch,USA,7hr2f89v44y65dyu9k92vprwn,183.0,75.0,right,54.0,active,yes,NaN
52zojwl05fu0y4cuc8ywqnrh1,Brent,Kallman,Brent,Kallman,NaN,B. Kallman,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,1990-10-04,Woodbury,USA,7hr2f89v44y65dyu9k92vprwn,188.0,86.0,NaN,44.0,active,yes,NaN
5m3bxdstyhzoplpzam8c94t90,Forster,Ajago,Forster,Ajago,NaN,F. Ajago,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,Attacker,player,2001-08-16,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,NaN,21.0,active,yes,NaN
64vrzsvixp5cvq9b7ol723zkl,Alexandre Burke,Muyl,Alex,Muyl,NaN,A. Muyl,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Midfielder,player,1995-09-30,New York City,USA,7hr2f89v44y65dyu9k92vprwn,180.0,79.0,right,19.0,active,yes,NaN
6prn3rxp49rsfl8mxq2tqzf9w,Adem,Sipic,Adem,Sipic,NaN,A. Sipic,USA,7hr2f89v44y65dyu9k92vprwn,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Attacker,player,2006-04-05,NaN,USA,7hr2f89v44y65dyu9k92vprwn,185.0,NaN,NaN,77.0,active,yes,NaN
78bb7myj4mc280e4ut7j6qlpm,Rumbani,Munthali,Rumbani,Munthali,NaN,R. Munthali,Canada,1iaoypzp6syf32cz9l15pzp7e,NaN,NaN,NaN,assistant coach,1978-12-02,Lusaka,Zambia,2dlu3zrfid7nl6ppmb04hjgot,178.0,NaN,NaN,NaN,active,yes,NaN
7u1kmvvgmk08p9pawrhxkqwvd,Tah Brian,Anunga,Brian,Anunga,NaN,B. Anunga,Cameroon,4eb9feio6u267dd1jcwaf38mt,NaN,NaN,Midfielder,player,1996-08-10,Yaoundé,Cameroon,4eb9feio6u267dd1jcwaf38mt,180.0,81.0,NaN,27.0,active,yes,NaN
8bnjioj1guv0abf5zdd21c2ui,Julian Christopher,Gaines,Julian,Gaines,NaN,J. Gaines,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2002-11-05,Austin,USA,7hr2f89v44y65dyu9k92vprwn,178.0,73.0,NaN,29.0,active,yes,NaN
8kfciybd6filv663ebckuerjd,Samuel William,Surridge,Sam,Surridge,NaN,S. Surridge,England,1fk5l4hkqk12i7zske6mcqju6,NaN,NaN,Attacker,player,1998-07-28,Slough,England,1fk5l4hkqk12i7zske6mcqju6,191.0,77.0,right,9.0,active,yes,NaN
94jvlb3r2cq9ryxco4fmkbmxh,Hany Abubakr,Mukhtar,Hany,Mukhtar,NaN,H. Mukhtar,Germany,36min0qztu8eydwvpv8t1is0m,Sudan,62wa0a1wwukxladeo5kqhrpen,Midfielder,player,1995-03-21,Berlin,Germany,36min0qztu8eydwvpv8t1is0m,173.0,72.0,both,10.0,active,yes,NaN
9rwo2uejpeqqkmy6lgacm0ley,Lukas Michael,MacNaughton,Lukas,MacNaughton,NaN,L. MacNaughton,Canada,1iaoypzp6syf32cz9l15pzp7e,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,1995-03-08,Brussels,Belgium,4wbzjcclyefma1ourvjsu4q2j,185.0,86.0,right,3.0,active,yes,NaN
a4vlno5u5qsph97hfa71ku8yx,Jack Michael,Maher,Jack,Maher,NaN,J. Maher,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,1999-10-28,NaN,USA,7hr2f89v44y65dyu9k92vprwn,188.0,79.0,NaN,5.0,active,yes,NaN
amqmqon7171ulckz522wp1atw,Joshua Chase,Bauer,Josh,Bauer,NaN,J. Bauer,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,1998-07-22,NaN,USA,7hr2f89v44y65dyu9k92vprwn,185.0,79.0,NaN,22.0,active,yes,NaN
aoc7sahlaysl1n9d4nfawfy3u,Jacob Everett,Shaffelburg,Jacob,Shaffelburg,NaN,J. Shaffelburg,Canada,1iaoypzp6syf32cz9l15pzp7e,NaN,NaN,Attacker,player,1999-11-26,Kentville,Canada,1iaoypzp6syf32cz9l15pzp7e,178.0,75.0,left,14.0,active,yes,NaN
b8w3kt2gu1f1lvtezd0w4pzx0,Brian Joseph,Callaghan II,B.J.,Callaghan,NaN,B. Callaghan,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,coach,1981-07-01,Ventnor City,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,NaN,active,yes,NaN
bmax1bmduvrpp0lfh4do0yj9w,Fernando,Cicéron,Fernando,Cicéron,NaN,F. Cicéron,Haiti,5mp58o38d0mr5qt8g4o6l7efg,NaN,NaN,Defender,player,2003-12-26,NaN,Haiti,5mp58o38d0mr5qt8g4o6l7efg,176.0,NaN,NaN,NaN,active,yes,NaN
bn2h28fwjh9j3dcwyf92wii8l,Shaquell Kwame,Moore,Shaq,Moore,NaN,S. Moore,USA,7hr2f89v44y65dyu9k92vprwn,Trinidad and Tobago,635ed0499golbw7h62vt7g53j,Defender,player,1996-11-02,Powder Springs,USA,7hr2f89v44y65dyu9k92vprwn,180.0,74.0,right,18.0,active,yes,NaN
bvmdxx61yedgrgfw586y8dgr8,Jordan,Knight,Jordan,Knight,NaN,J. Knight,Canada,1iaoypzp6syf32cz9l15pzp7e,NaN,NaN,Attacker,player,2002-06-13,Mississauga,Canada,1iaoypzp6syf32cz9l15pzp7e,191.0,NaN,NaN,NaN,active,yes,NaN
bwq89z2cncu4pscz9xs3a6kt1,Randall Enrique,Leal Arley,Randall,Leal,NaN,R. Leal,Costa Rica,48emauy3fucokp86skcs5alh8,NaN,NaN,Midfielder,player,1997-01-14,Moravia,Costa Rica,48emauy3fucokp86skcs5alh8,170.0,74.0,right,8.0,active,yes,NaN
c08hvq1hplcct8kxrxucfpqp6,Woobens,Pacius,Woobens,Pacius,NaN,W. Pacius,Canada,1iaoypzp6syf32cz9l15pzp7e,Haiti,5mp58o38d0mr5qt8g4o6l7efg,Attacker,player,2001-05-11,NaN,Canada,1iaoypzp6syf32cz9l15pzp7e,185.0,80.0,NaN,28.0,active,yes,NaN
c18ruk8qqfggqv7s0mzyq6yhg,Patrick,Yazbek,Patrick,Yazbek,NaN,P. Yazbek,Australia,u5ieemi69z72c3bgczyy68lo,NaN,NaN,Midfielder,player,2002-04-05,Liverpool,Australia,u5ieemi69z72c3bgczyy68lo,183.0,78.0,right,NaN,active,yes,NaN
