id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,secondNationality,secondNationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,foot,shirtNumber,startDate,status,active,weight,endDate,knownName
7qidy419tvf8rnh38vss3g91x,Iulian Lucian,Cristea,Iulian,Cristea,Male,I. Cristea,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,1994-07-17,Mediaş,Romania,17oj2qrzqlkhdjvazum10sx2i,184.0,right,6.0,2024-06-18Z,active,yes,77.0,NaN,NaN
8fepesxit7uwubd2uphw1iw9h,Andrei Viorel,Artean,Andrei,Artean,Male,A. Artean,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,1993-08-14,Hunedoara,Romania,17oj2qrzqlkhdjvazum10sx2i,183.0,right,18.0,2025-01-16Z,active,yes,78.0,NaN,NaN
8g28nkvjz3sn2pz6c4u48zjmc,Alexandru Cristian,Bota,Alexandru,Bota,Male,A. Bota,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2008-03-31,Cluj-Napoca,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,20.0,2024-05-25Z,active,yes,NaN,NaN,NaN
8gkysmvjjqr8h548plw2m3dp0,Ioan,Barstan,Ioan,Barstan,Male,I. Barstan,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Attacker,player,2004-06-24,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,175.0,left,21.0,2025-06-23Z,active,no,NaN,2025-09-08Z,NaN
8mvqg59yze2ixlojan8w2j7xl,Gabriel Bogdan,Simion,Gabriel,Simion,Male,G. Simion,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,1998-05-22,Călăraşi,Romania,17oj2qrzqlkhdjvazum10sx2i,177.0,NaN,98.0,2022-08-11Z,active,yes,71.0,NaN,NaN
8qb83xcypbudplqqesfp85bmc,Tudor Gabriel,Coşa,Tudor,Cosa,Male,T. Coşa,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Goalkeeper,player,2009-03-22,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,99.0,2025-05-02Z,active,yes,NaN,NaN,NaN
93cyqtj96uj97ehnep6wqegpg,Denis Aurelian,Moldovan,Denis,Moldovan,Male,D. Moldovan,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Goalkeeper,player,2004-10-27,Cluj-Napoca,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,12.0,2024-08-07Z,active,no,NaN,2025-09-07Z,NaN
95mv4earpbvhk8v20flzmrhsl,Alessandro,Murgia,Alessandro,Murgia,Male,A. Murgia,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,1996-08-09,Roma,Italy,25f2cmb2r8mk5rj92tzer6kvv,185.0,right,11.0,2025-07-01Z,active,yes,78.0,NaN,NaN
96xzmrpd7e6old15ty0l7j0lx,Miguel Ângelo,Gomes da Silva,Miguel Ângelo,Gomes da Silva,Male,Miguel Silva,Portugal,1nbm5i9a0403zzvltn17lxinc,NaN,NaN,Attacker,player,1995-12-20,Santa Maria da Feira,Portugal,1nbm5i9a0403zzvltn17lxinc,191.0,left,28.0,2025-07-01Z,active,yes,78.0,NaN,Miguel Silva
9blxevmauo57t38bg8qawj4lw,Taiwo,Quadri Olakunle,Taiwo,Olakunle,Male,T. Olakunle,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,Attacker,player,2006-01-06,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,right,NaN,2025-10-14Z,active,yes,NaN,NaN,NaN
9ku45k1mdwg7dxt74bo4fn7ro,Atanas Ioan,Trică,Atanas,Trica,Male,A. Trică,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Attacker,player,2004-07-09,Craiova,Romania,17oj2qrzqlkhdjvazum10sx2i,191.0,NaN,9.0,2025-06-17Z,active,yes,NaN,NaN,NaN
9tfhug8q4ydcd4j6bp7mcx3o5,Ovidiu Alexandru,Bic,Ovidiu,Bic,Male,O. Bic,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,1994-02-23,Abrud,Romania,17oj2qrzqlkhdjvazum10sx2i,178.0,left,94.0,2022-06-15Z,active,yes,74.0,NaN,NaN
ajopyzvn1l3jyoq7ktufu611x,Edvinas,Gertmonas,Edvinas,Gertmonas,Male,E. Gertmonas,Lithuania,366yd1wf1hzvvjb5u6r59rl1w,NaN,NaN,Goalkeeper,player,1996-06-01,Silalé,Lithuania,366yd1wf1hzvvjb5u6r59rl1w,192.0,right,30.0,2024-03-05Z,active,yes,92.0,NaN,NaN
akok5tep1rmgmbtil8u60z2sp,Mouhamadou,Drammeh,Mouhamadou,Drammeh,Male,M. Drammeh,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,France,7gww28djs405rfga69smki84o,Midfielder,player,1999-05-15,Paris,France,7gww28djs405rfga69smki84o,188.0,left,7.0,2025-07-01Z,active,yes,75.0,NaN,NaN
bpbw7ql5u1afcoy90arbhdjsa,Dorin Marian,Codrea,Dorin,Codrea,Male,D. Codrea,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,1997-06-13,Timișoara,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,8.0,2024-06-18Z,active,yes,NaN,NaN,NaN
bwddwyxoazecjh3kt22hc86vp,Cristiano,Bergodi,Cristiano,Bergodi,Male,C. Bergodi,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,NaN,coach,1964-10-14,Bracciano,Italy,25f2cmb2r8mk5rj92tzer6kvv,188.0,NaN,NaN,2025-10-23Z,active,yes,82.0,NaN,NaN
cn0bkahc8qyvnp7l6i75czemt,Dino,Mikanović,Dino,Mikanovic,Male,D. Mikanović,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,Defender,player,1994-05-07,Nova Gradiška,Croatia,37hlakrwxyuzovaeoo4sezusp,174.0,right,24.0,2025-08-07Z,active,yes,70.0,NaN,NaN
crirl1qof44pv0mkc1be8dj6y,Ştefan Daniel,Lefter,Stefan,Lefter,Male,Ş. Lefter,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Goalkeeper,player,2004-11-18,Iaşi,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,1.0,2025-01-01Z,active,yes,NaN,NaN,NaN
crj0ztmqn9zfp519yp7pdng4q,Virgiliu,Postolachi,Virgiliu,Postolachi,Male,V. Postolachi,Moldova,389mdnq78a55g2gr040a3mmtj,France,7gww28djs405rfga69smki84o,Attacker,player,2000-03-17,Edineț,Moldova,389mdnq78a55g2gr040a3mmtj,188.0,right,93.0,2025-09-08Z,active,yes,78.0,NaN,NaN
dpkjnnna29y54hs4fl8eoqmtw,Iustin Constantin,Chirilă,Iustin,Chirila,Male,I. Chirilă,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Goalkeeper,player,2006-05-21,Sibiu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,33.0,2025-07-01Z,active,yes,NaN,NaN,NaN
eia801xs2qudxqelmbumxlhqs,Alin,Baciu Emanuel,Alin,Baciu,Male,A. Baciu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Attacker,player,2006-10-02,Cluj-Napoca,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-07-01Z,active,no,NaN,2025-07-22Z,NaN
es4ualuhvppis85cvpf8a1d2i,Issouf,Macalou,Issouf,Macalou,Male,I. Macalou,Côte d'Ivoire,tin6kf561ywonqan0mettr98,France,7gww28djs405rfga69smki84o,Attacker,player,1998-12-27,Abidjan,Côte d'Ivoire,tin6kf561ywonqan0mettr98,185.0,left,19.0,2025-01-21Z,active,yes,75.0,NaN,NaN
exjs7eyullmjaglarsqmaami2,Jasper,van der Werff,Jasper,van der Werff,Male,J. van der Werff,Switzerland,3bh70jgvc5mn58x0byjkuda17,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1998-12-09,St. Gallen,Switzerland,3bh70jgvc5mn58x0byjkuda17,188.0,right,16.0,2024-08-06Z,active,yes,80.0,NaN,NaN
f068bibtfmp65eoht9cwga0h5,Jonathan,Cissé,Jonathan,Cissé,Male,J. Cissé,Côte d'Ivoire,tin6kf561ywonqan0mettr98,NaN,NaN,Defender,player,1997-05-18,NaN,Côte d'Ivoire,tin6kf561ywonqan0mettr98,192.0,NaN,26.0,2025-07-01Z,active,yes,NaN,NaN,NaN
f4x837wbix4d1g1pk9m7xurys,Omar Sayed Mohamed,Mahmoud El Sawy,Omar,El Sawy,Male,O. El Sawy,Romania,17oj2qrzqlkhdjvazum10sx2i,Egypt,42vt7mha0thcwd0ihw3p29x5i,Midfielder,player,2004-03-16,Târgu Mureș,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,88.0,2025-09-08Z,active,yes,NaN,2026-06-30Z,NaN
1v7z1x52d0yxx55m6a13s9hw,Ianis Andrei,Avrămescu,Ianis,Avramescu,Male,I. Avrămescu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Attacker,player,2008-10-27,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,99.0,2024-06-18Z,active,no,NaN,2025-08-01Z,NaN
1zazcbrop1wz9al28nfnx7v2s,Luca Nicolae,Banu,Luca,Banu,Male,L. Banu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2005-01-31,Constanța,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,18.0,2022-10-01Z,active,yes,NaN,NaN,NaN
1zr5euslk624a67rmeqjbhn2s,Andrei,Oancea,NaN,NaN,Male,A. Oancea,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2008-10-31,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-10-29Z,active,yes,NaN,NaN,NaN
2n8v0xj7zn9jdtmv9q7x526fo,David Andrei,Păcuraru,David,Pacuraru,Male,D. Păcuraru,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Attacker,player,2006-02-17,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,29.0,2025-07-01Z,active,no,NaN,2025-08-11Z,NaN
2qw1dcqutpngpmmn46mbutcyx,Jovan,Marković,Jovan,Markovic,Male,J. Marković,Romania,17oj2qrzqlkhdjvazum10sx2i,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,2001-03-23,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,183.0,right,25.0,2025-08-11Z,active,yes,75.0,NaN,NaN
2s2cng86esnfnjk4bvp9cfdka,Gabriel Leonard,Dănuleasă,Gabriel,Danuleasa,Male,G. Dănuleasă,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,2003-05-08,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,3.0,2025-07-01Z,active,no,NaN,2025-08-11Z,NaN
3qj3vscshuk2ezfpoi0xqgjro,Gustavo Henrique,Marins Silva,Gustavo Henrique,Marins Silva,Male,Gustavo Marins,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN,Defender,player,2002-02-11,Goiânia,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,190.0,NaN,4.0,2023-01-20Z,active,yes,76.0,NaN,Gustavo Marins
4cuclevvjaqmy0c5eb65e97mx,Diogo,Sá Ramalho,Diogo,Sá Ramalho,Male,Diogo Ramalho,Portugal,1nbm5i9a0403zzvltn17lxinc,NaN,NaN,Midfielder,player,1999-07-01,Barcelos,Portugal,1nbm5i9a0403zzvltn17lxinc,184.0,right,77.0,2025-07-01Z,active,yes,77.0,NaN,Diogo Ramalho
4mnmiseo5vsytudfrbx3knahh,Cristian George,Ganea,Cristian,Ganea,Male,C. Ganea,Romania,17oj2qrzqlkhdjvazum10sx2i,Spain,49ih1pwv3ahshdf8uzrimi54c,Defender,player,1992-05-24,Bistrița,Romania,17oj2qrzqlkhdjvazum10sx2i,176.0,left,11.0,2024-01-16Z,active,yes,72.0,NaN,NaN
4xtzb2xky52bw0sv2655k9sve,Răzvan Cristian,Ducan,Razvan,Ducan,Male,R. Ducan,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Goalkeeper,player,2001-02-09,Videle,Romania,17oj2qrzqlkhdjvazum10sx2i,192.0,NaN,68.0,2024-06-25Z,active,no,82.0,2026-01-12Z,NaN
4yaa4ay3u86woh8fvhww6br9x,Ionuț Daniel,Vînă,Ionut,Vîna,Male,I. Vînă,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,1995-02-20,Galaţi,Romania,17oj2qrzqlkhdjvazum10sx2i,179.0,left,8.0,2023-07-01Z,active,yes,73.0,NaN,NaN
4yfmzvrx21ycn54m2ky54qrbp,Bogdan Ionuț,Țîru,Bogdan,Tîru,Male,B. Țîru,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,1994-03-15,Constanța,Romania,17oj2qrzqlkhdjvazum10sx2i,188.0,both,15.0,2024-09-21Z,active,yes,80.0,NaN,NaN
51877b40xus93sf4w1h7991hx,Boban,Nikolov,Boban,Nikolov,Male,B. Nikolov,North Macedonia,1lesyxylc5eza0a4z87t9azcc,NaN,NaN,Midfielder,player,1994-07-28,Stip,North Macedonia,1lesyxylc5eza0a4z87t9azcc,180.0,right,24.0,2025-09-16Z,active,yes,75.0,NaN,NaN
52bnu6t0kpjnbtipxp3a2j7dg,Matei,Berchez,NaN,NaN,Male,M. Berchez,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Attacker,player,2008-01-09,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-10-29Z,active,yes,NaN,NaN,NaN
5t0mhodpxnqo39xmkugbnvz10,André,Seruca de Oliveira,André,Seruca de Oliveira,Male,André Seruca,Portugal,1nbm5i9a0403zzvltn17lxinc,NaN,NaN,Midfielder,player,2000-10-29,Faro,Portugal,1nbm5i9a0403zzvltn17lxinc,192.0,right,50.0,2025-07-30Z,active,yes,84.0,NaN,André Seruca
5wsqjufczsa2gu8evw3aq15w4,Răzvan Paul,Mărincean,Razvan,Marincean,Male,R. Mărincean,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2009-02-27,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,88.0,2025-05-15Z,active,yes,NaN,NaN,NaN
6c4unf35umqghkotau835m2ac,David John,Dumitra,John,Dumitra,Male,J. Dumitra,Romania,17oj2qrzqlkhdjvazum10sx2i,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2007-03-30,Los Angeles,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,95.0,2024-07-01Z,active,yes,NaN,NaN,NaN
6fg44qt2m141gxckmyrm2ib1m,Nicolas,Popescu,Nicolas,Popescu,Male,N. Popescu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2003-01-02,İstanbul,Türkiye,6kd6webenogylfgwt2aa9l6vx,NaN,NaN,80.0,2023-01-03Z,active,no,NaN,2025-09-04Z,Nicolas Popescu
6hjhdgbcab4n4ppkp1u3yljx0,Andreas,Birbic,NaN,NaN,Male,A. Birbic,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2007-02-11,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-07-01Z,active,no,NaN,2025-07-28Z,NaN
6iwbmi18qvwdj6qqknj1sx4pg,Dan Ovidiu,Nechifor,Dan,Nechifor,Male,D. Nechifor,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2007-04-19,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,14.0,2025-06-17Z,active,yes,NaN,NaN,NaN
6xyjrlxhj7zrhjak5gumprxbe,Răzvan Andrei,Tănasă,Razvan,Tanasa,Male,R. Tănasă,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2003-04-28,Constanța,Romania,17oj2qrzqlkhdjvazum10sx2i,172.0,both,7.0,2025-07-01Z,active,yes,59.0,NaN,NaN
7520jx41arb7a0dm9y1rhecyc,Eric Adrian,Somandru,Eric,Somandru,Male,E. Somandru,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Attacker,player,2007-02-26,București,Romania,17oj2qrzqlkhdjvazum10sx2i,185.0,right,NaN,2025-06-17Z,active,yes,NaN,NaN,NaN
7j3iii3ymt36kf9hy0tmncx9m,Victor Robert,Dican,Victor,Dican,Male,V. Dican,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2000-10-11,Râmnicu Vâlcea,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,6.0,2024-07-11Z,active,yes,NaN,NaN,NaN
7ljtiazx4rfjedd2p3jed5as,Alexandru-Ștefan,Duțu,Stefan,Dutu,Male,Ș. Duțu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,2004-01-16,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,5.0,2025-07-01Z,active,yes,NaN,NaN,NaN
7shorp07ns5st6yuovcymlpii,Lucas,Pellegrini,Lucas,Pellegrini,Male,L. Pellegrini,France,7gww28djs405rfga69smki84o,NaN,NaN,Defender,player,2000-04-17,Ajaccio,France,7gww28djs405rfga69smki84o,188.0,right,21.0,2025-07-01Z,active,yes,NaN,NaN,NaN
7v7dc8nfnjymb9l9z1r76fzai,David Iulian,Maftei,David,Maftei,Male,D. Maftei,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,2004-07-12,Vaslui,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,98.0,2025-07-01Z,active,yes,NaN,NaN,NaN
7wec4ykr6g1l6rs6or7dphlw4,Costyn,Gheorghe,Costyn,Gheorghe,Male,C. Gheorghe,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,2008-02-09,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,13.0,2024-12-20Z,active,yes,NaN,NaN,NaN
8d64dicbo1jeypox3kgb41p90,Robert Ionuț,Sălceanu,Robert,Salceanu,Male,R. Sălceanu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,2004-01-13,Călărași,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-06-17Z,active,no,NaN,2025-08-20Z,NaN
8on82smjvwcko4dij4remk26s,Nicolas,Constantinescu,Nicolas,Constantinescu,Male,N. Constantinescu,Italy,25f2cmb2r8mk5rj92tzer6kvv,Romania,17oj2qrzqlkhdjvazum10sx2i,Attacker,player,2006-09-01,Brescia,Italy,25f2cmb2r8mk5rj92tzer6kvv,190.0,right,NaN,2025-06-17Z,active,yes,NaN,NaN,NaN
8qam2sfe706jwuxtiop9omooa,Dan,Sîrbu,Dan,Sîrbu,Male,D. Sîrbu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,2003-04-22,Galați,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,22.0,2022-02-26Z,active,yes,NaN,NaN,NaN
8wxt354n0hx4cgr6vaj1ymqc5,Alexandru,Buzbuchi,Alexandru,Buzbuchi,Male,A. Buzbuchi,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Goalkeeper,player,1993-10-31,Constanța,Romania,17oj2qrzqlkhdjvazum10sx2i,187.0,NaN,1.0,2022-07-01Z,active,yes,80.0,NaN,NaN
8znu27r0uvjeo8rhs8s8yorth,Gabriel Cristian,Iancu,Gabriel,Iancu,Male,G. Iancu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Attacker,player,1994-04-15,București,Romania,17oj2qrzqlkhdjvazum10sx2i,185.0,left,10.0,2024-06-18Z,active,yes,71.0,NaN,NaN
919zils5y8hvw344u5ur15ec5,Cătălin Cristian,Anghel,Catalin,Anghel,Male,C. Anghel,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,assistant coach,1974-10-04,Constanța,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2021-06-21Z,active,yes,NaN,NaN,NaN
942oxaq0ki6ac7oat5vyoovmc,Patrick,Budescu,Patrick,Budescu,Male,P. Budescu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2010-09-08,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,89.0,2025-02-14Z,active,yes,NaN,NaN,NaN
9s2lw9zz0u59yfe3fw18wvjtg,Albert Iustin,Doicaru,Iustin,Doicaru,Male,I. Doicaru,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Attacker,player,2007-02-07,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,180.0,right,19.0,2023-10-25Z,active,yes,NaN,NaN,NaN
a8lcgtklxx5rpk1obgtwo3bpw,Ricardo,Căldăraru,Ricardo,Caldararu,Male,R. Căldăraru,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,2008-05-14,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-10-29Z,active,yes,NaN,NaN,NaN
b06yq8atz1jkh1hphirjc2c8a,Eduard Gabriel,Radaslavescu,Eduard,Radaslavescu,Male,E. Radaslavescu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2004-07-30,Orșova,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,20.0,2024-07-10Z,active,yes,NaN,NaN,NaN
b33anw9daufmr2b06cquihpn8,Alexandru,Goncear,Alexandru,Goncear,Male,A. Goncear,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2009-07-07,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,29.0,2025-12-02Z,active,yes,NaN,NaN,NaN
b77phw1ge67imzrwj3qaqx7h0,Dragos Alexandru,Ripeanu,NaN,NaN,Male,D. Ripeanu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,2007-05-03,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-10-29Z,active,yes,NaN,NaN,NaN
bqdxyfsprhr8xpxvhxld1pt5h,Ianis Alin,Zicu,Ianis,Zicu,Male,I. Zicu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,coach,1983-10-23,Constanța,Romania,17oj2qrzqlkhdjvazum10sx2i,179.0,NaN,NaN,2025-06-03Z,active,yes,76.0,NaN,NaN
br5zzsx24a8hsukt4pa2l4yj9,Steeve José,Furtado Pereira,Steve José,Furtado Pereira,Male,Steeve Furtado,Cabo Verde,7235kgq23bu1v4qwk491u58h0,France,7gww28djs405rfga69smki84o,Defender,player,1994-11-22,Creil,France,7gww28djs405rfga69smki84o,174.0,right,93.0,2025-07-18Z,active,yes,68.0,NaN,Steve Furtado
bua6ic9a1izvf2i8a1qaa1ene,Fábio,Pereira Baptista,Fábio,Pereira Baptista,Male,Fabinho Baptista,Portugal,1nbm5i9a0403zzvltn17lxinc,NaN,NaN,Defender,player,2001-03-29,Lisbon,Portugal,1nbm5i9a0403zzvltn17lxinc,178.0,right,2.0,2025-02-10Z,active,no,70.0,2025-09-06Z,Fabinho Baptista
copf0hfkbxgubtxdb0wcydmok,Ionuț Sebastian,Cojocaru,Ionut,Cojocaru,Male,I. Cojocaru,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Attacker,player,2003-07-28,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,27.0,2023-09-05Z,active,yes,NaN,NaN,NaN
cxl6kdwx7664sjrzanie7hlhw,Rafael Ștefan,Munteanu,Rafael,Munteanu,Male,R. Munteanu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Goalkeeper,player,2006-03-01,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,12.0,2025-07-01Z,active,yes,NaN,NaN,NaN
cybyovn4dy1kl3ijuhn1qecid,Carlo Roberto,Casap,Carlo,Casap,Male,C. Casap,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,1998-12-29,Timişoara,Romania,17oj2qrzqlkhdjvazum10sx2i,178.0,right,23.0,2024-02-16Z,active,no,71.0,2025-08-21Z,NaN
ddddpq8wej1zve7b4wns9qhn9,Cristian,Sava,Cristian,Sava,Male,C. Sava,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,assistant coach,1967-12-05,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-07-13Z,active,yes,NaN,NaN,NaN
di5ezofcig3df860ll05xq8yd,Ionuț Justinian,Larie,Ionut,Larie,Male,I. Larie,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,1987-01-16,Constanța,Romania,17oj2qrzqlkhdjvazum10sx2i,191.0,right,17.0,2021-07-01Z,active,yes,87.0,NaN,NaN
dmjmvyve2z2ntzpwksivmgi96,Alexandru Mihai,Ișfan,Alexandru,Isfan,Male,A. Ișfan,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2000-01-31,Mioveni,Romania,17oj2qrzqlkhdjvazum10sx2i,177.0,NaN,31.0,2025-07-09Z,active,yes,NaN,NaN,NaN
dqep7kovt6xc5v6ssyuwuxr84,Cristian,Sima,Cristian,Sima,Male,C. Sima,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Attacker,player,2007-01-06,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,97.0,2025-04-11Z,active,yes,NaN,NaN,NaN
e0puujgcvrnkh9j1ozrlh476y,Narek,Grigoryan,Narek,Grigoryan,Male,N. Grigoryan,Armenia,687vx665s4d88stgnq72a84k6,NaN,NaN,Attacker,player,2001-06-17,NaN,Armenia,687vx665s4d88stgnq72a84k6,180.0,NaN,30.0,2023-08-30Z,active,yes,77.0,NaN,NaN
e2xslbvepma8sc9vferpvxzh1,Jakub,Vojtuš,Jakub,Vojtus,Male,J. Vojtuš,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,Attacker,player,1993-10-22,Spisska Nova Ves,Slovakia,7dybe8679n9bgyrcxi383pq3y,186.0,both,9.0,2025-07-01Z,active,yes,NaN,NaN,NaN
wcy53akmtt496uo693lfy25m,Gabriel Nicolae,Buta,Gabriel,Buta,Male,G. Buta,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,2002-01-29,Oradea,Romania,17oj2qrzqlkhdjvazum10sx2i,185.0,left,16.0,2024-07-01Z,active,no,NaN,2025-09-09Z,NaN
1788amerrk9fg3f9qddyxz8x5,Dennis-Dorian,Politic,Dennis-Dorian,Politic,Male,D. Politic,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Attacker,player,2000-03-05,Braşov,Romania,17oj2qrzqlkhdjvazum10sx2i,185.0,right,20.0,2025-06-17Z,active,yes,78.0,NaN,NaN
